descriptor_release_id,xtb_task_index,xtb_task_slug,source_task_index,source_task_slug,candidate_id,component_role,conformer_id,crest_rank,crest_energy_hartree,crest_ensemble_sha256,conformer_xyz_file,conformer_xyz_sha256,atom_count,atom_order_sha256,charge,uhf,xtb_version,xtb_binary_sha256,method,environment_model,electronic_temperature_k,ensemble_temperature_k,selection_status,result_storage_policy,failed_workdir_policy
tpu-reality-xtb-ensemble-20260825-v1,10,0000_000011_cf_b43b15579e029dab90ba,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_b43b15579e029dab90ba,11,-21.7803482,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000011_cf_b43b15579e029dab90ba.xyz,1136e65088056c855d32e6174be9d2d039d917d496359da9ac07fb7f3fe4cf16,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,11,0000_000012_cf_987817d52c0f88077493,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_987817d52c0f88077493,12,-21.78034303,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000012_cf_987817d52c0f88077493.xyz,203b8c9529c1d60b59131550e0caf2b666922c91918b4d44705370fc8066bdb5,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,12,0000_000013_cf_00aadb104e590491c193,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_00aadb104e590491c193,13,-21.78021584,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000013_cf_00aadb104e590491c193.xyz,ad8032240a6510edbf3d82f367a150839a4bcbe3df4f7872360234cf6f521fa6,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,13,0000_000014_cf_a4f14fac14930594219c,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_a4f14fac14930594219c,14,-21.78006168,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000014_cf_a4f14fac14930594219c.xyz,3698c8d7ecc3d881051b320278eee26c838142714a8fc4ccb94f0e65df6a094e,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,14,0000_000015_cf_9eb627aaa26c0ae362c1,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_9eb627aaa26c0ae362c1,15,-21.78002269,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000015_cf_9eb627aaa26c0ae362c1.xyz,a9b61a4dacbe222c36e8645d6678e67c9dcc54044650de7da2d7a5684805da1b,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,15,0000_000016_cf_2a19c69bbc9e02122aa1,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_2a19c69bbc9e02122aa1,16,-21.78000172,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000016_cf_2a19c69bbc9e02122aa1.xyz,6dba369cf0408db3af72f00c4828596d8aaff85d9fba5620637d3d7b522b8681,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,16,0000_000017_cf_66821f6ee6dc390f158b,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_66821f6ee6dc390f158b,17,-21.77991252,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000017_cf_66821f6ee6dc390f158b.xyz,c7981098627c2f42905e59801b643750d7f5b3f893fa5b70d98ad71bc376b967,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,17,0000_000018_cf_580ffd1702b625ab781e,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_580ffd1702b625ab781e,18,-21.77972463,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000018_cf_580ffd1702b625ab781e.xyz,4f947ecc5e8be713ec4345fa011e8e13e2fed2ad7644577e1829749b23f3c922,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,18,0000_000019_cf_9dabc285bd24b8c660d2,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_9dabc285bd24b8c660d2,19,-21.77968388,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000019_cf_9dabc285bd24b8c660d2.xyz,21ea9eda60fd6cd894e6a2c49c277dc0b870c6f4ac527396b8c56fcb974ef99e,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,19,0000_000020_cf_28871c62b32932088782,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_28871c62b32932088782,20,-21.77959722,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000020_cf_28871c62b32932088782.xyz,6a254deaf4f1366aaa9d37572816a4cf70b029e94685d5fbeb3a4e7bdea43202,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,20,0000_000021_cf_5dfcebae619fd54a2349,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_5dfcebae619fd54a2349,21,-21.77959448,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000021_cf_5dfcebae619fd54a2349.xyz,108570c665c62dfd808db35c0b81dff8d78a71b6efa0214a712fff24bd82e069,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,21,0000_000022_cf_a73c53048120019d878c,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_a73c53048120019d878c,22,-21.77954385,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000022_cf_a73c53048120019d878c.xyz,b14ff6431d9e8e7b43ffc786703f051d8bc371c194a90ba12e187ba2e589a50a,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,22,0000_000023_cf_d18e8190b18c8c93a6d7,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_d18e8190b18c8c93a6d7,23,-21.77944831,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000023_cf_d18e8190b18c8c93a6d7.xyz,5bb212f88ae61c72b05bd5fba14d7dcaa789202b1b8102e306ba828f4633999d,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,23,0000_000024_cf_7b0371becf600765fff0,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_7b0371becf600765fff0,24,-21.77936463,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000024_cf_7b0371becf600765fff0.xyz,85293cf53dbb523d4e906b6f7a9a4dd93869950e2661155e2877de357960b4b0,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,24,0000_000025_cf_64008a0c89b8589e3a74,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_64008a0c89b8589e3a74,25,-21.77927994,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000025_cf_64008a0c89b8589e3a74.xyz,be23b858194cd53d5e430040e41f7d98071764ddcf557cd285c7cc4c60095cb1,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,25,0000_000026_cf_8389f71e9442dc5ecd4a,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_8389f71e9442dc5ecd4a,26,-21.77914371,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000026_cf_8389f71e9442dc5ecd4a.xyz,9e74f67d893e17b97d05e4e6c6e70c5ecbd1115e3af4bbbeeb4e5cb99dde62ae,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,26,0000_000027_cf_650898cc0d7658bcc2e9,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_650898cc0d7658bcc2e9,27,-21.77913699,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000027_cf_650898cc0d7658bcc2e9.xyz,e04a941dff6731d1a74c3daa5cdc128864de69075149de103cdb5ebaa125b2bf,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,27,0000_000028_cf_19f11283cf0e58b193f6,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_19f11283cf0e58b193f6,28,-21.77906278,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000028_cf_19f11283cf0e58b193f6.xyz,836f6a91ce73af7fc8ffc29d1e30e6186b389a9aa5925927be0c6b26e2845ae9,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,28,0000_000029_cf_904e645d1f88cfa68f54,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_904e645d1f88cfa68f54,29,-21.77903425,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000029_cf_904e645d1f88cfa68f54.xyz,023de6d1f04179c0c0ab6eefc48492de690a56ae909e5378ad758a8332d43ca3,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,29,0000_000030_cf_061992ad29f6f3952037,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_061992ad29f6f3952037,30,-21.77879274,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000030_cf_061992ad29f6f3952037.xyz,a58de562fd08e27934fa4048dff865e995bcb3614f725d58fd0183f37f61b13d,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,30,0000_000031_cf_7bc95ff4c54eb768570c,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_7bc95ff4c54eb768570c,31,-21.77865463,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000031_cf_7bc95ff4c54eb768570c.xyz,5a6c6561ec0a3a6ce5966febe6f6beacb3ca23ad2d61f1b49f24d36511738432,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,31,0000_000032_cf_9f3ae937789773a9581c,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_9f3ae937789773a9581c,32,-21.778637,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000032_cf_9f3ae937789773a9581c.xyz,f9dd6c0209f17cbc069920c5f8b3a921e5bef31e88c8399932384984bce7eb4a,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,32,0000_000033_cf_5c8cfbfecd99956e7859,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_5c8cfbfecd99956e7859,33,-21.77863438,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000033_cf_5c8cfbfecd99956e7859.xyz,4f274afd512863b6c9092d7bff827546c7306c497d1e90ad0fede6355a593fd0,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,33,0000_000034_cf_5cfc4df01e895e63a496,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_5cfc4df01e895e63a496,34,-21.77863043,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000034_cf_5cfc4df01e895e63a496.xyz,43ed0129d8c8450d76bfcf988ecf76eaed11504ab55e348f904923bc64456c5f,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
tpu-reality-xtb-ensemble-20260825-v1,34,0000_000035_cf_6a9a2636adae27d81081,0,reality_commercial_bdo_14,commercial_bdo_14,chain_extender,cf_6a9a2636adae27d81081,35,-21.77841624,7de99e945fc4d749e51efe442fbcd6e4815e5339a9aee30c228fd54af6ae5fcd,输入构象/0000_000035_cf_6a9a2636adae27d81081.xyz,4eb8cf2b6c21cf94c68da03584c162c6d9a84747f39c7b452f1843e38e485cb2,16,d814157cafd7e19b083b5f6888802352188fea5cfadaa4177b12ca1ef1b671c5,0,0,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,300,298.15,selected_all_crest_conformers,sharded_tar_gz_v1,retain_for_diagnosis
