release_id,source_directory,target_family,priority_score,priority_class,audit_status,already_in_directed_target,machine_readable_file_count,archive_file_count,formulation_signal,raw_curve_signal,next_action,evidence_excerpt
tpu-local-source-audit-2026-08-30-v1,DataInBrief_聚氨酯形状记忆多模态原始数据,thermal_stability,21,high,materialized_all_detected_targets,True,13,0,True,True,已接入；仅在新增独立数据或改进映射时更新,DataInBrief_聚氨酯形状记忆多模态原始数据 | 曲线审计清单.tsv | 配方审计清单.tsv | source_directory	path	role	bytes	sha256	integrity	parser_state	license	training_split_materialized	training_weight_materialized | source_directory	record_id	source_file	source_location	formulation_id	material_scope	modality	test_type	point_count	usable_point_count	contamination_point_count	quality_status	axis_fields	unit_status	sample_mapping_status	instance_key	split | source_directory	record_id	source_file	source_location	formulation_id	task_role	material_state	result_names	direct_numeric_result_count	right_censored_result_count	raw_censored_value	unit_status	decision	future_weight_ceiling	split_group	tr | source_directory	formulation_id	material_family	component_1	component_1_fraction	component_2	component_2_fraction	component_3	component_3_fraction	fraction_basis	identity_mapping_status	evidence	split_group	future_weight_ceiling	training_sp
tpu-local-source-audit-2026-08-30-v1,DataInBrief_聚氨酯形状记忆多模态原始数据,toughness,21,high,materialized_all_detected_targets,True,13,0,True,True,已接入；仅在新增独立数据或改进映射时更新,DataInBrief_聚氨酯形状记忆多模态原始数据 | 曲线审计清单.tsv | 配方审计清单.tsv | source_directory	path	role	bytes	sha256	integrity	parser_state	license	training_split_materialized	training_weight_materialized | source_directory	record_id	source_file	source_location	formulation_id	material_scope	modality	test_type	point_count	usable_point_count	contamination_point_count	quality_status	axis_fields	unit_status	sample_mapping_status	instance_key	split | source_directory	record_id	source_file	source_location	formulation_id	task_role	material_state	result_names	direct_numeric_result_count	right_censored_result_count	raw_censored_value	unit_status	decision	future_weight_ceiling	split_group	tr | source_directory	formulation_id	material_family	component_1	component_1_fraction	component_2	component_2_fraction	component_3	component_3_fraction	fraction_basis	identity_mapping_status	evidence	split_group	future_weight_ceiling	training_sp
tpu-local-source-audit-2026-08-30-v1,QUB_生物基三重自修复TPU,cyclic_recovery,21,high,materialized_all_detected_targets,True,22,1,True,True,已接入；仅在新增独立数据或改进映射时更新,"相对路径	角色	字节数	SHA256	编码	行数	最大列数	有限数值单元格	完整XY点行	半对XY行	曲线实例	只读	CRC	分级	模型资格	ZIP成员SHA256	ZIP解包匹配	备注 | Machine Name,TA Discovery DSC25 ,,P35,,,P40,,,P45,"
tpu-local-source-audit-2026-08-30-v1,QUB_生物基三重自修复TPU,thermal_stability,21,high,materialized_all_detected_targets,True,22,1,True,True,已接入；仅在新增独立数据或改进映射时更新,"相对路径	角色	字节数	SHA256	编码	行数	最大列数	有限数值单元格	完整XY点行	半对XY行	曲线实例	只读	CRC	分级	模型资格	ZIP成员SHA256	ZIP解包匹配	备注 | Machine Name,TA Discovery DSC25 ,,P35,,,P40,,,P45,"
tpu-local-source-audit-2026-08-30-v1,QUB_生物基三重自修复TPU,toughness,21,high,materialized_all_detected_targets,True,22,1,True,True,已接入；仅在新增独立数据或改进映射时更新,"相对路径	角色	字节数	SHA256	编码	行数	最大列数	有限数值单元格	完整XY点行	半对XY行	曲线实例	只读	CRC	分级	模型资格	ZIP成员SHA256	ZIP解包匹配	备注 | Machine Name,TA Discovery DSC25 ,,P35,,,P40,,,P45,"
tpu-local-source-audit-2026-08-30-v1,Zenodo_标准化弹性体表征,cyclic_recovery,21,high,materialized_all_detected_targets,True,5,7,True,True,已接入；仅在新增独立数据或改进映射时更新,Stress relaxation.zip | Thermal degradation.zip | 曲线审计清单.tsv | Melting/DSC/ | Melting/DSC/Filaflex 60A.csv | Melting/DSC/NinjaFlex 90A.csv | Stress relaxation/ | Stress relaxation/Cheetah-relaxation.csv | Stress relaxation/Dragon Skin 20-relaxation.csv | Stress relaxation/Dragon Skin 30-relaxation.csv | Stress relaxation/Ecoflex 00-20-relaxation.csv | Stress relaxation/Ecoflex 00-30-relaxation.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_标准化弹性体表征,thermal_stability,21,high,materialized_all_detected_targets,True,5,7,True,True,已接入；仅在新增独立数据或改进映射时更新,Stress relaxation.zip | Thermal degradation.zip | 曲线审计清单.tsv | Melting/DSC/ | Melting/DSC/Filaflex 60A.csv | Melting/DSC/NinjaFlex 90A.csv | Stress relaxation/ | Stress relaxation/Cheetah-relaxation.csv | Stress relaxation/Dragon Skin 20-relaxation.csv | Stress relaxation/Dragon Skin 30-relaxation.csv | Stress relaxation/Ecoflex 00-20-relaxation.csv | Stress relaxation/Ecoflex 00-30-relaxation.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_标准化弹性体表征,toughness,21,high,materialized_all_detected_targets,True,5,7,True,True,已接入；仅在新增独立数据或改进映射时更新,Stress relaxation.zip | Thermal degradation.zip | 曲线审计清单.tsv | Melting/DSC/ | Melting/DSC/Filaflex 60A.csv | Melting/DSC/NinjaFlex 90A.csv | Stress relaxation/ | Stress relaxation/Cheetah-relaxation.csv | Stress relaxation/Dragon Skin 20-relaxation.csv | Stress relaxation/Dragon Skin 30-relaxation.csv | Stress relaxation/Ecoflex 00-20-relaxation.csv | Stress relaxation/Ecoflex 00-30-relaxation.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_生物基共轭氨基甲酸酯玻璃体,cyclic_recovery,21,high,materialized_all_detected_targets,True,41,2,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | 解压内容/001_Data_Raw/DSC_Raw_original-P1T+P1T-recycled.csv | 解压内容/001_Data_Raw/DSC_Raw_original-X1T+X1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-P1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-P1T.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-X1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-X1T.csv | 解压内容/001_Data_Raw/TGA_Raw_original-P1T-recycled.csv | 解压内容/001_Data_Raw/TGA_Raw_original-P1T.csv | 解压内容/001_Data_Raw/TGA_Raw_original-X1T-recycled.csv | 解压内容/001_Data_Raw/TGA_Raw_original-X1T.csv | 001_Data_Raw/DSC_Raw_original-P1T+P1T-recycled.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_生物基共轭氨基甲酸酯玻璃体,thermal_stability,21,high,materialized_all_detected_targets,True,41,2,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | 解压内容/001_Data_Raw/DSC_Raw_original-P1T+P1T-recycled.csv | 解压内容/001_Data_Raw/DSC_Raw_original-X1T+X1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-P1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-P1T.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-X1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-X1T.csv | 解压内容/001_Data_Raw/TGA_Raw_original-P1T-recycled.csv | 解压内容/001_Data_Raw/TGA_Raw_original-P1T.csv | 解压内容/001_Data_Raw/TGA_Raw_original-X1T-recycled.csv | 解压内容/001_Data_Raw/TGA_Raw_original-X1T.csv | 001_Data_Raw/DSC_Raw_original-P1T+P1T-recycled.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_生物基共轭氨基甲酸酯玻璃体,toughness,21,high,materialized_all_detected_targets,True,41,2,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | 解压内容/001_Data_Raw/DSC_Raw_original-P1T+P1T-recycled.csv | 解压内容/001_Data_Raw/DSC_Raw_original-X1T+X1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-P1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-P1T.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-X1T-recycled.csv | 解压内容/001_Data_Raw/Tensile-test_Raw_original-X1T.csv | 解压内容/001_Data_Raw/TGA_Raw_original-P1T-recycled.csv | 解压内容/001_Data_Raw/TGA_Raw_original-P1T.csv | 解压内容/001_Data_Raw/TGA_Raw_original-X1T-recycled.csv | 解压内容/001_Data_Raw/TGA_Raw_original-X1T.csv | 001_Data_Raw/DSC_Raw_original-P1T+P1T-recycled.csv
tpu-local-source-audit-2026-08-30-v1,第十批计算_OpenPolymerChallenge,cyclic_recovery,19,high,materialized_all_detected_targets,True,6,1,True,False,已接入；仅在新增独立数据或改进映射时更新,下载许可与哈希元数据.json
tpu-local-source-audit-2026-08-30-v1,第十批计算_OpenPolymerChallenge,thermal_stability,19,high,materialized_all_detected_targets,True,6,1,True,False,已接入；仅在新增独立数据或改进映射时更新,下载许可与哈希元数据.json
tpu-local-source-audit-2026-08-30-v1,第十批计算_OpenPolymerChallenge,toughness,19,high,materialized_all_detected_targets,True,6,1,True,False,已接入；仅在新增独立数据或改进映射时更新,下载许可与哈希元数据.json
tpu-local-source-audit-2026-08-30-v1,ACS_Figshare_呋喃高强聚氨酯,cyclic_recovery,17,high,materialized_all_detected_targets,True,5,0,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv
tpu-local-source-audit-2026-08-30-v1,ACS_Figshare_呋喃高强聚氨酯,toughness,17,high,materialized_all_detected_targets,True,5,0,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv
tpu-local-source-audit-2026-08-30-v1,ACS_Figshare_氢键纳米结构TPU,thermal_stability,17,high,materialized_all_detected_targets,True,5,0,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv
tpu-local-source-audit-2026-08-30-v1,ACS_Figshare_氢键纳米结构TPU,toughness,17,high,materialized_all_detected_targets,True,5,0,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv
tpu-local-source-audit-2026-08-30-v1,Zenodo_TPU1301热黏弹黏塑本构,cyclic_recovery,17,high,materialized_all_detected_targets,True,5,1,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/ | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/ | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part4.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part10.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/hollowCylinderFull_JKU_Torsion.py | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part0.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part1.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/internalForceOnPhysicalFace5_part1.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part2.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/internalForceOnPhysicalFace5_part12.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/internalForceOnPhysicalFace5_part9.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_TPU1301热黏弹黏塑本构,toughness,17,high,materialized_all_detected_targets,True,5,1,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/ | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/ | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part4.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part10.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/hollowCylinderFull_JKU_Torsion.py | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part0.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part1.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/internalForceOnPhysicalFace5_part1.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/energy_part2.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/internalForceOnPhysicalFace5_part12.csv | ijss_2025_vevp_ScriptsForTestsImages/Validation/TorsionRotationCorrection/F43/internalForceOnPhysicalFace5_part9.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_Tecoflex药物复合TPU,thermal_stability,17,high,materialized_all_detected_targets,True,15,1,True,True,已接入；仅在新增独立数据或改进映射时更新,TGA thermal analysis.xlsx | 曲线审计清单.tsv
tpu-local-source-audit-2026-08-30-v1,Zenodo_Tecoflex药物复合TPU,toughness,17,high,materialized_all_detected_targets,True,15,1,True,True,已接入；仅在新增独立数据或改进映射时更新,TGA thermal analysis.xlsx | 曲线审计清单.tsv
tpu-local-source-audit-2026-08-30-v1,Zenodo_导电自修复可回收PU复合材料,cyclic_recovery,17,high,materialized_all_detected_targets,True,2,1,True,True,已接入；仅在新增独立数据或改进映射时更新,
tpu-local-source-audit-2026-08-30-v1,Zenodo_导电自修复可回收PU复合材料,toughness,17,high,materialized_all_detected_targets,True,2,1,True,True,已接入；仅在新增独立数据或改进映射时更新,
tpu-local-source-audit-2026-08-30-v1,第八批实验_非异氰酸酯PHCU热塑性聚氨酯,thermal_stability,17,high,materialized_all_detected_targets,True,13,1,True,True,已接入；仅在新增独立数据或改进映射时更新,第八批实验_非异氰酸酯PHCU热塑性聚氨酯 | 只读导出/TGA.opj.1.dat | 只读导出/拉伸.opj.1.dat | 曲线审计清单.tsv | 解压原件/DSC/PHCU10.001 | 解压原件/DSC/PHCU20.001 | 解压原件/DSC/PHCU30.001 | 解压原件/DSC/PHCU40.001 | 解压原件/DSC/PHCU50.001 | 解压原件/DSC/PHCU70.001 | 解压原件/Tensile/tensile.opj | 解压原件/TGA/TGA.opj
tpu-local-source-audit-2026-08-30-v1,第八批实验_非异氰酸酯PHCU热塑性聚氨酯,toughness,17,high,materialized_all_detected_targets,True,13,1,True,True,已接入；仅在新增独立数据或改进映射时更新,第八批实验_非异氰酸酯PHCU热塑性聚氨酯 | 只读导出/TGA.opj.1.dat | 只读导出/拉伸.opj.1.dat | 曲线审计清单.tsv | 解压原件/DSC/PHCU10.001 | 解压原件/DSC/PHCU20.001 | 解压原件/DSC/PHCU30.001 | 解压原件/DSC/PHCU40.001 | 解压原件/DSC/PHCU50.001 | 解压原件/DSC/PHCU70.001 | 解压原件/Tensile/tensile.opj | 解压原件/TGA/TGA.opj
tpu-local-source-audit-2026-08-30-v1,第十三批实验_日期籽油PU-PIR,thermal_stability,17,high,blocked_units_protocol,True,12,1,True,True,已接入；仅在新增独立数据或改进映射时更新,FT-IR data of DSO polyol  | TGA-DTG-DTA- DSC OF DSOpolyol | FT-IR of S1 (0%DSOpolyol) | FT-IR OF S2 (30%DSOpolyol) | FT-IR OF S3 (50%DSOpolyol) | FT-IR OF S4 (70%DSOpolyol) | FT-IR OF S5 (100%DSOpolyol) | S1 (0% DSO polyol) | S2 (30% DSO polyol) | S3 (50% DSO polyol) | S4 (70% DSO polyol) | S5 (100% DSO polyol)
tpu-local-source-audit-2026-08-30-v1,第十三批实验_日期籽油PU-PIR,toughness,17,high,blocked_units_protocol,False,12,1,True,True,等待正文图轴/方法或作者补证单位与协议；禁止生成绝对韧性标签,FT-IR data of DSO polyol  | TGA-DTG-DTA- DSC OF DSOpolyol | FT-IR of S1 (0%DSOpolyol) | FT-IR OF S2 (30%DSOpolyol) | FT-IR OF S3 (50%DSOpolyol) | FT-IR OF S4 (70%DSOpolyol) | FT-IR OF S5 (100%DSOpolyol) | S1 (0% DSO polyol) | S2 (30% DSO polyol) | S3 (50% DSO polyol) | S4 (70% DSO polyol) | S5 (100% DSO polyol)
tpu-local-source-audit-2026-08-30-v1,第十八批实验_IIR-OH聚氨酯,cyclic_recovery,17,high,materialized_all_detected_targets,True,6,1,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | source_directory	source_record_id	observation_id	formulation_id	sample_id	record_kind	component_name	component_role	property_name	value	unit	uncertainty_value	uncertainty_type	condition_name	condition_value	condition_unit	target_origin	data | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/tensile raw data/Tensile.xlsx | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/swelling raw data and crosslink density calculation sheet/Gel content and Crosslink density calculation.xlsx | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HMDI-4-(C0-50)-1.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HMDI-4-(C0-50)-3.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HMDI-4-(C0-50)-2.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HDI-4-(C0-50)-1.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HDI-4-(C0-50)-3.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HDI-4-(C0-50)-2.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 3. Barrier and aging data/hydrolytic aging mechanical retention raw data/HDI-4-Before-1.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 3. Barrier and aging data/hydrolytic aging mechanical retention raw data/HDI-4-After-1.txt
tpu-local-source-audit-2026-08-30-v1,第十八批实验_IIR-OH聚氨酯,toughness,17,high,materialized_all_detected_targets,True,6,1,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | source_directory	source_record_id	observation_id	formulation_id	sample_id	record_kind	component_name	component_role	property_name	value	unit	uncertainty_value	uncertainty_type	condition_name	condition_value	condition_unit	target_origin	data | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/tensile raw data/Tensile.xlsx | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/swelling raw data and crosslink density calculation sheet/Gel content and Crosslink density calculation.xlsx | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HMDI-4-(C0-50)-1.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HMDI-4-(C0-50)-3.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HMDI-4-(C0-50)-2.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HDI-4-(C0-50)-1.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HDI-4-(C0-50)-3.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 2. Network and mechanical data/cyclic tensile raw data/HDI-4-(C0-50)-2.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 3. Barrier and aging data/hydrolytic aging mechanical retention raw data/HDI-4-Before-1.txt | Low-Permeability and Calcification-resistant Polyu/Dataset 3. Barrier and aging data/hydrolytic aging mechanical retention raw data/HDI-4-After-1.txt
tpu-local-source-audit-2026-08-30-v1,第十五批计算_多组分PU多尺度模拟,cyclic_recovery,15,high,materialized_all_detected_targets,True,5,0,True,False,已接入；仅在新增独立数据或改进映射时更新,
tpu-local-source-audit-2026-08-30-v1,第十五批计算_多组分PU多尺度模拟,toughness,15,high,materialized_all_detected_targets,True,5,0,True,False,已接入；仅在新增独立数据或改进映射时更新,
